total_cup_points,species,owner,country_of_origin,farm_name,lot_number,mill,ico_number,company,altitude,region,producer,number_of_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
85.83,Arabica,juan luis alvarado romero,Guatemala,valparaiso,,beneficio valparaiso,11/1886/03,sertrasa,5000,acatenango,SERTRASA,150,1 kg,Asociacion Nacional Del Café,2012,"July 3rd, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,8.0,0.12,0,0.0,Green,3,"July 3rd, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1524.0,1524.0,1524.0
82.75,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0767,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,100,70 kg,Almacafé,2012,"March 5th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.42,0.11,0,0.0,Green,3,"March 5th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0
82.08,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,230035,kona pacific farmers cooperative,,kona,,4,100 lbs,Specialty Coffee Association,2012,"November 26th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,7.5,0.11,0,0.0,Bluish-Green,0,"November 26th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,
81.92,Arabica,modesto landeros flores,Mexico,mata larga,,finca mata larga,0,,1000,fortín de las flores,MODESTO LANDEROS FLORES,62,1 kg,AMECAFE,2012,"July 11th, 2012",MODESTO LANDEROS FLORES,Bourbon,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,7.33,0.12,0,0.0,Green,0,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1000.0,1000.0,1000.0
84.83,Arabica,philip schluter,Ethiopia,contact | sidacoop@ethionet.net,,coffee processing and warehouse enterpri,010/0145,,1500-2000 m,sidamo,Sidama Coffee Farmers Coop. Union,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Philip Schluter,,,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,7.92,0.1,0,0.0,,4,"June 17th, 2011",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m,1500.0,2000.0,1750.0
82.5,Arabica,juan luis alvarado romero,Guatemala,la esperanza,11/23/0146,beneficio ixchel,11/23/0146,"unex guatemala, s.a.",4000,oriente,MARGARITA AVILA DE NUYENS,50,69 kg,Asociacion Nacional Del Café,2016,"March 16th, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,10.0,10.0,10.0,7.5,0.1,0,2.0,Green,2,"March 16th, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2
80.5,Arabica,israel eduardo paz garcia,Mexico,peña negra,,"zaragoza itundujia, oaxaca",1405793051,cafeorganico.mx,1450,zaragoza itundujia,HERAS HERNANDEZ GAUDENCIO,18,1 kg,AMECAFE,2012,"September 17th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.17,0.15,0,0.0,None,1,"September 17th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1450.0,1450.0,1450.0
82.5,Arabica,juan luis alvarado romero,Guatemala,various,,,11/08/88-11/08/67,"waelti schoenfeld exportadores de cafe, s.a.",,oriente,VARIOUS,275,1 kg,Asociacion Nacional Del Café,2012,"March 26th, 2012",Juan Luis Alvarado Romero,Caturra,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,10.0,7.5,0.11,0,0.0,Green,5,"March 26th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,,,
85.0,Arabica,carl walker,Guatemala,la igualdad,,concepcion,11-194-0014,,3500-5200 feet,"chuva, san marcos",Federico Weller,275,69 kg,Specialty Coffee Association,2009/2010,"September 7th, 2010",Carl Walker,,,7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,8.0,0.04,0,0.0,,1,"September 7th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1066.8,1584.96,1325.88
82.58,Arabica,gabriel barbara,Brazil,,GO-669-16,copag armazéns gerais ltda.,,volcafe ltda.,,south of minas,,198,59 kg,Brazil Specialty Coffee Association,2016,"April 19th, 2017",Gabriel Barbara,,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,10.0,10.0,10.0,7.5,0.11,0,0.0,Green,7,"April 19th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,,,
83.5,Arabica,gabriel bernardo rivas ross,Mexico,la corralera,,dos puentes de finca kassandra,2484,,1400,totutla,GABRIEL BERNARD RIVAS ROSS,15,1 kg,AMECAFE,2012,"July 11th, 2012",GABRIEL BERNARDO RIVAS ROSS,Pacamara,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,7.83,0.12,0,0.0,Green,0,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1400.0,1400.0,1400.0
83.92,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0985,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,275,70 kg,Almacafé,2014,"December 12th, 2014",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,7.58,0.0,0,0.0,Green,1,"December 12th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0
82.5,Arabica,elsy reyes,Honduras,las cuchillas,165,cigrah s.a de c.v.,13-111-097,cigrah,1400,comayagua,Nahun Maldonado,275,69 kg,Instituto Hondureño del Café,2017,"June 3rd, 2017",Elsy Reyes,Caturra,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,0.1,0,0.0,Green,4,"June 3rd, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400.0,1400.0,1400.0
81.92,Arabica,consejo salvadoreño del café,El Salvador,la esperanza,,san miguel,09-032-86,consejo salvadoreño del café,1250,"el balsamo, quezaltepec","Comercial Exportadora, S.A. de C.V.",275,69 kg,Salvadoran Coffee Council,2014,"May 5th, 2015",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,7.33,0.11,0,0.0,Green,2,"May 4th, 2016",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1250.0,1250.0,1250.0
81.42,Arabica,juan luis alvarado romero,Guatemala,nueva granada,11/326/14,beneficio nueva granada,11/326/14,"agricola nueva granada, s.a.",4500,san marcos,"AGRICOLA NUEVA GRANADA, S.A.",450,69 kg,Asociacion Nacional Del Café,2016,"March 17th, 2016",Juan Luis Alvarado Romero,Catuai,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,10.0,7.42,0.1,0,0.0,Green,0,"March 17th, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1371.6,1371.6,1371.6
81.92,Arabica,chris finch,Nicaragua,,,,17/176/0125B,volcafe specialty coffee,,,,275,5 lbs,Specialty Coffee Association,2013,"July 29th, 2014",Chris Finch,,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,7.33,0.12,3,0.0,Green,4,"July 29th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,
81.75,Arabica,armando luis pohlenz martinez,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,7.33,0.12,10,0.0,Green,14,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1550.0,1550.0,1550.0
86.0,Arabica,great lakes coffee uganda,Uganda,kaasayi,,great lakes coffee,0,ucda,,eastern uganda,Kaasay Farmer Group,1,60 kg,Uganda Coffee Development Authority,2014,"October 1st, 2014",Great Lakes Coffee Uganda,,Semi-washed / Semi-pulped,8.08,8.08,7.83,7.92,8.08,7.92,10.0,10.0,10.0,8.08,0.0,0,0.0,,0,"October 1st, 2015",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,,,
83.58,Arabica,carcafe ltda ci,Colombia,,,,3-59-0951,carcafe ltda,2136 msnm,cundinamarca,ORLANDO ORTIZ/WILSON SANCHEZ/GILBERTO ACOSTA,250,70 kg,Almacafé,2012,"April 2nd, 2012",CARCAFE LTDA CI,Caturra,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,0.11,0,0.0,Green,4,"April 2nd, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,2136.0,2136.0,2136.0
79.67,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,11/23/0508,beneficio ixchel,11/23/0508,"unex guatemala, s.a.",4000,oriente,JESUS RAMIREZ,25,69 kg,Asociacion Nacional Del Café,2016,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,0.1,0,2.0,Green,1,"June 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2
81.08,Arabica,the coffee source inc.,Costa Rica,santa laura,,la eva,5-545-0005,the coffee source inc.,1500 mts,naranjo,Several,250,1 kg,Specialty Coffee Association of Costa Rica,2014,"December 18th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,7.17,0.13,0,0.0,Green,0,"December 18th, 2015",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1500.0,1500.0,1500.0
81.67,Arabica,racafe & cia s.c.a,Colombia,,3-37-1367,bachue,3-37,racafe & cia s.c.a,,la plata,,165,70 kg,Almacafé,2016,"January 21st, 2016",Racafe & Cia S.C.A,,,7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,10.0,7.67,0.0,0,1.0,,1,"January 20th, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,
82.17,Arabica,the coffee source inc.,Guatemala,,,,11/00183/00020,the coffee source inc.,1350,oriente,Several producers,250,1 kg,Specialty Coffee Association,2012,"August 2nd, 2012",The Coffee Source Inc.,Caturra,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,0.12,0,0.0,None,2,"August 2nd, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1350.0,1350.0,1350.0
84.25,Arabica,juan luis alvarado romero,Guatemala,finca san vicente,11/52/709,beneficio exportacafe agua santa,11/52/709,exportcafe,3607,huehuetenango,HORACIO CIFUENTES MARTINEZ,275,69 kg,Asociacion Nacional Del Café,2015,"April 6th, 2016",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,7.75,0.1,0,0.0,Green,1,"April 6th, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1099.4136,1099.4136,1099.4136
85.0,Arabica,nucoffee,Brazil,sitío são geraldo,,,002/1251/0242,nucoffee,1100m,grama valley,Idalina M. De Andrade Ferreira,31,60 kg,NUCOFFEE,2012,"February 29th, 2012",NUCOFFEE,Mundo Novo,Natural / Dry,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8.0,0.12,0,0.0,Green,3,"February 28th, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1100.0,1100.0,1100.0
88.83,Arabica,metad plc,Ethiopia,metad plc,,metad plc,2014/2015,metad agricultural developmet plc,1950-2200,guji-hambela,METAD PLC,300,60 kg,METAD Agricultural Development plc,2014,"April 4th, 2015",metad plc,Other,Washed / Wet,8.25,8.5,8.25,8.5,8.42,8.33,10.0,10.0,10.0,8.58,0.12,0,0.0,Green,2,"April 3rd, 2016",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,1950.0,2200.0,2075.0
82.67,Arabica,kawacom uganda ltd,Uganda,bugisu shamba,,kawacom,793,afca,1400- 1900,mt elgon,Kawacom Uganda Ltd,1,60 kg,Uganda Coffee Development Authority,2013,"June 25th, 2014",Kawacom Uganda LTD,SL14,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.5,0.12,0,0.0,Green,0,"June 25th, 2015",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1400.0,1900.0,1650.0
81.0,Arabica,juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,11/23/0706,"unex guatemala, s.a.",4000psn,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2015,"July 23rd, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,0.11,0,0.0,Green,1,"July 22nd, 2016",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2
82.83,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-1765,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,125,70 kg,Almacafé,2013,"May 10th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,7.58,0.11,0,0.0,Green,3,"May 10th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0
85.92,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,11/23/0252,beneficio ixchel,11/23/0252,"unex guatemala, s.a.",,nuevo oriente,MARGARITA AVILA DE NUYENS,80,69 kg,Asociacion Nacional Del Café,2016,"May 16th, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.92,8.08,7.92,8.08,8.08,7.83,10.0,10.0,10.0,8.0,0.1,0,1.0,Green,3,"May 16th, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,,,
83.92,Arabica,carcafe ltda ci,Colombia,,3-59-1772,neiva,3-59-1772,carcafe ltda,442,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,250,70 kg,Almacafé,2016,"February 11th, 2016",CARCAFE LTDA CI,,,7.75,7.67,7.5,7.75,7.83,7.75,10.0,10.0,10.0,7.67,0.11,1,0.0,Green,2,"February 10th, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442.0,442.0,442.0
80.58,Arabica,burka coffee estate,"Tanzania, United Republic Of",burka coffee estates,,burka coffee estates,C28,burka coffee estate,1400,arusha,Burka Coffee Estates,10,60 kg,Africa Fine Coffee Association,2014,"January 6th, 2015",Burka Coffee Estate,Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,0.12,0,0.0,Bluish-Green,1,"January 6th, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1400.0,1400.0,1400.0
78.5,Arabica,francisco ruiz nunez,Mexico,cerca de los angeles,,beneficio seco de cafe de la soc. coop. tzotzilotic tzobolotic scl,1506868415,,1200,los angeles,FRANCISCO RUIZ NUÑEZ,20,1 kg,AMECAFE,2012,"July 26th, 2012",FRANCISCO RUIZ NUNEZ,Caturra,Washed / Wet,7.25,7.17,7.0,6.83,7.58,7.08,8.67,10.0,10.0,6.92,0.13,1,0.0,Green,3,"July 26th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0
83.17,Arabica,andrea bernal,Peru,,1,procesadora del sur sa,543,prodlesur sa,,,,200,13800 kg,Central De Organizaciones Productoras De Café y Cacao Del Perú - Central Café & Cacao,2017,"June 16th, 2017",ANDREA BERNAL,,,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,10.0,7.5,0.11,0,1.0,Green,0,"June 16th, 2018",Central De Organizaciones Productoras De Café y Cacao Del Perú - Central Café & Cacao,d35c195333cbf1d7c6a0eba5e11d1765030cca85,6bda121782b86a56c1f4df8268e62da3aa2d21e0,m,,,
81.0,Arabica,racafe & cia s.c.a,Colombia,,3-37-4378,bachue,3-37-4378,racafe & cia s.c.a,1600,guayata,,43,70 kg,Almacafé,2016,"July 22nd, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,7.75,0.0,0,4.0,Green,4,"July 22nd, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1600.0,1600.0
80.08,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,sheng he shang pin coffee 聖荷上品咖啡坊,,sheng he shang pin coffee 聖荷上品咖啡坊,,blossom valley宸嶧國際,200 m,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,Du zheng ru 杜政儒,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,7.0,0.11,0,0.0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,200.0,200.0,200.0
82.08,Arabica,balam hinyula,"Tanzania, United Republic Of",ampcg,,dae ltd,4,volcafe/taylorwinch tanzania ltd,1500,kilimanjaro,AMPCG,300,2 kg,Tanzanian Coffee Board,2014,"March 25th, 2015",Balam Hinyula,Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,0.12,0,0.0,Green,5,"March 24th, 2016",Tanzanian Coffee Board,047484d5700c44f033915e632e0c6013d985cd79,127e651fc8b7c35802268599656f2c76bf041b15,m,1500.0,1500.0,1500.0
81.83,Arabica,juan luis alvarado romero,Guatemala,chapultepec,11/23/0507,beneficio ixchel,11/23/0507,"unex guatemala, s.a.",3280,norte,CHAPULTEPEC,130,69 kg,Asociacion Nacional Del Café,2015,"August 2nd, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,7.17,0.1,2,0.0,Green,6,"August 2nd, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,3280.0,3280.0,3280.0
79.08,Arabica,balbino ramirez flores,Mexico,el desmoronado,,el desmoronado,0,,1200,talpa de allende,BALBINO RAMIREZ FLORES,10,1 kg,AMECAFE,2012,"July 3rd, 2012",BALBINO RAMIREZ FLORES,Typica,Washed / Wet,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10.0,7.25,0.1,0,0.0,Bluish-Green,0,"July 3rd, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0
82.42,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2044,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,,250,70 kg,Almacafé,2013,"May 31st, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.42,0.11,0,0.0,Green,9,"May 31st, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0
83.75,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-1419,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,100,70 kg,Almacafé,2014,"February 5th, 2014",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,7.67,0.0,0,0.0,Green,5,"February 5th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0
83.58,Arabica,essencecoffee,Ethiopia,lomi tasha,,worka,100181006,essence coffee,1700-2000m,yirgacheffe,LevelUp,250,60 kg,Blossom Valley International,2014,"March 25th, 2015",EssenceCoffee,Other,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,7.75,0.0,0,0.0,,7,"March 24th, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1700.0,2000.0,1850.0
80.67,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,"el desmoronado, talpan de allende jalisco",,corta pico balbino ramirez,0,cafe don balbino s.c. de r.l. de c.v.,1200,"el desmoronado, talpan de allende jalisco",BALBINO RAMIREZ FLORES,20,1 kg,AMECAFE,2014,"October 23rd, 2014",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,0.12,0,0.0,Green,4,"October 23rd, 2015",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0
83.75,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,HDOA 210689,,,kona,,4,1,Specialty Coffee Association,,"June 29th, 2010",Kona Pacific Farmers Cooperative,,,7.83,7.67,7.75,7.67,7.58,7.5,10.0,10.0,10.0,7.75,0.0,0,0.0,,0,"June 29th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,
84.58,Arabica,juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,11-23-0291,"unex guatemala, s.a.",4000 psn,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2014,"March 24th, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,8.17,0.09,0,0.0,Green,0,"March 24th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2
82.83,Arabica,alfredo bojalil,Mexico,santa rosa,,,1104373099,ecomtrading,1250,veracruz,OLIVIA HERNANDEZ VIRUES,250,1 kg,AMECAFE,2012,"July 11th, 2012",ALFREDO BOJALIL,Bourbon,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,10.0,7.58,0.12,0,0.0,Blue-Green,7,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250.0,1250.0,1250.0
86.0,Arabica,ethiopia commodity exchange,Ethiopia,contact | sidacoop@ethionet.net,,coffee processing and warehouse enterpri,010/0145,,1500-2000 m,sidamo,Sidama Coffee Farmers Coop. Union,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.75,8.08,8.0,8.25,8.0,8.0,10.0,10.0,10.0,7.92,0.01,0,0.0,,4,"June 17th, 2011",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m,1500.0,2000.0,1750.0
79.17,Arabica,masamichi hiroike,Mexico,various,,various smallholders' wet mills,016/2362/0057,,1200 m,"pluma hidalogo, oaxaca",Various smallholders,250,6,Specialty Coffee Association,08/09 crop,"April 9th, 2010",Masamichi Hiroike,Typica,,6.75,6.75,6.83,7.25,7.58,7.08,10.0,10.0,10.0,6.92,0.01,0,0.0,,8,"April 9th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200.0,1200.0,1200.0
