id	date	tags	likes	dislikes	count_comments	count_views	duration	sec_duration
R-YqKh58q_Y	2019-07-07T13:03:11.000Z	['Ryzen 9 3900X', 'Ryzen 7 3700X', 'ASUS ROG Crosshair Hero VIII X570', 'X570', 'AMD Radeon VII', 'Corsair MP600 PCI-E 4.0 SSD NVME', 'Corsair MP600 vs Optane', 'PCI-E 4.0 SSD vs 3.0 SSD', 'Ryzen 2700X', 'Threadripper 29']	21312	442	2299	439473	PT23M47S	1427
tc28f6zA0r8	2019-07-02T16:38:29.000Z	['Intel Core i5-9600K', 'Intel Core i5-9600KF', 'Intel Core i7-9700K', 'Intel Core i7-9700KF', 'Intel Core i9-9900K', 'Intel Core i9-9900KF', 'Intel Core i5-9600K OC 5 GHZ', 'Intel Core i5-9600KF OC 5 GHZ', 'Intel Core i7-9700K OC 5 GHZ', 'Intel Core i7-9700KF OC 5 GHZ', 'Intel Core i9-9900K OC 5 GHZ', 'Intel Core i9-9900KF OC 5 GHZ', 'Intel Performance Maximizer', 'Разгон ПК', 'разгон процессора', 'автоматический разгон', 'как разогнать процессор', 'разгон cpu']	7308	444	689	99684	PT4M30S	270
w4m0muoGUsc	2019-07-01T09:40:31.000Z	['HyperPC Lumen', 'Компьютер', 'ПК', 'Короткометражка', 'Будущее', 'Пустоши', 'Комп', 'PC', 'Борода', 'Бородач', 'Бородатые', 'Бороды', 'Бородачи', 'Сергей Сафонов', 'Илья Корнейчук', 'Алексей Макеев', 'Pro Hi-Tech', 'Fallout', 'Mad Max', 'Сталкер', 'Stalker', 'Road', 'Postman', 'Doomsday', 'Jericho', 'Nomad', 'игровой компьютер', 'intel', 'hyperpc', 'apocalypse computer games', 'RPG', 'survivor', 'ASUS ROG']	11466	1198	1573	90120	PT10M36S	636
mjfZB771TKY	2019-06-29T19:57:57.000Z	['Трассировка на AMD', 'DXR на AMD', 'RTX на AMD', 'Трамп и Huawei', 'США и Huawei', 'американские технологии и Huawei', 'RDNA2', 'AMD Rdna2', 'Цены GeForce RTX Super', 'новости IT', 'новости технологий']	10166	245	739	112364	PT11M7S	667
ZyBgbFIpfyA	2019-06-27T17:00:57.000Z	['СЖО', 'СВО', 'система жидкостного охлаждения', 'система водного охлаждения', 'водное охлаждение', 'NZXT H700i', 'Kraken X72', 'Intel Core i9-9900K watercooled', 'watercooling', 'liquid cooling', 'nzxt h700']	5986	257	620	84151	PT5M36S	336
hh_sw0ePvTo	2019-06-26T15:06:11.000Z	['AMD rDNA', 'AMD rDNA2', 'SiFive', 'James Prior', 'AMD', 'RISC-V', 'США и Китай', 'консоли тормозят развитие ПК']	5962	96	327	58434	PT6M1S	361
uJ0cIgN7bFI	2019-06-25T22:50:42.000Z	['zen 2', 'Ryzen 5 3600', 'ryzen 5 3600 vs ryzen 5 2600', 'ryzen 5 3600 vs intel core i7-8700K']	6215	571	525	93667	PT3M5S	185
Xu2684zw2Yk	2019-06-21T21:15:22.000Z	['новости IT', 'новости технологий', 'amd zen2', 'amd navi', 'Radeon RX 5700', 'Radeon RX 5700 XT', 'Ryzen 3900X', 'Ryzen 3700X', 'amd radeon rx', 'amd ryzen']	6619	138	531	68671	PT9M34S	574
2QzHDnjb2IQ	2019-06-18T00:37:24.000Z	['switch mini', 'switch refresh', 'nintendo switch 2', 'nintendo switch pro', 'switch tegra', 'nvidia jetson', 'cuda arm']	6144	211	368	69760	PT6M1S	361
Witb8gS4OMc	2019-06-11T20:40:33.000Z		6055	481	1340	71073	PT15M1S	901
Rk_pHwbswUc	2019-06-11T02:23:19.000Z	['amd', 'амд', 'презентация AMD E3 2019', 'презентация AMD Xbox Scarlett', 'презентация AMD Navi', 'презентация AMD Zen2', 'AMD Ryzen 9 3950X', 'amd rx radeon navi 5700', 'amd radeon rx navi 5700 XT']	11355	297	1060	175744	PT11M10S	670
_VvXpoDqMHE	2019-06-10T23:59:17.000Z		2706	57	331	40126	PT1H19M29S	4769
LX4BJ8edQJM	2019-06-07T23:32:13.000Z	['RTX 2080 Super', 'RTX 2070 Super', 'RTX 2060 Super']	7098	183	592	97053	PT8M27S	507
HiP3bELaI5M	2019-06-08T15:11:06.000Z	['Erin Maiorino', 'Эрин Майорино', 'Райзен', 'Ryzen', 'AMD 3000', 'Ryzen 3000', 'Ryzen 3700X', 'Ryzen 3800X', 'Ryzen 3900X', 'Zen2', 'AMD', 'АМД']	8609	100	549	99820	PT10M	600
MgM6LWbpbDM	2019-06-04T23:08:21.000Z	['Мак Про 2019', 'Mac Pro 2019', 'AMD Radeon Vega II Duo', 'AMD Radeon Vega II', 'Vega 20', 'Vega 7 nm']	7633	177	457	104559	PT7M20S	440
83d9C28vXi4	2019-06-04T13:15:41.000Z	['Sea Sonic Prime Fanless TX-700', 'Sea Sonic SFX TSX-800', 'Sea Sonic', 'Seasonic', 'блоки питания сисоник', 'блоки питания sea sonic', 'GaN-MOS']	6621	54	499	59084	PT10M9S	609
FYAYOhHcEfk	2019-06-03T05:32:19.000Z	['RX 5700', 'RX 5700 Navi', 'ASrock RX 5700', 'ASRock AMD Navi', 'видеокарта Нави', 'ASrock нави', 'Асрок нави', 'асрок амд']	8270	154	630	102646	PT6M41S	401
SRNmdYs7PlI	2019-06-02T12:27:10.000Z	['Валера Digital Scorpion', 'отличия фаз питания и линий питания', 'ASUS X570', 'ASUS AM4', 'Comino Otto', 'i9-9900K', 'RTX 2080 Ti', 'ASUS Delta vs ASUS Theta Electret', 'ASUS Theta Electret', 'ASUS Theta', 'ASUS Prime vs Tuf Gaming vs ROG', 'чем отличаются ASUS Prime и Tuf Gaming и ROG', '16-ядерный Ryzen для AM4', 'Pro Hi-Tech', 'Сергей Сафонов', 'Илья Корнейчук', 'Валерий Пилюк', 'Computex 2019']	7811	160	635	104862	PT24M	1440
HOyofc6w7ZI	2019-05-30T14:55:17.000Z	['ASUS', 'MSI', 'Gigabyte', 'EVGA.', 'Computex 2019', 'MonsterLabo', 'Noctua Fanless CPU Cooler', 'Noctua D15 Refresh', 'Enerax Golden case', 'Enermax Gold Case']	15447	346	1228	305185	PT13M6S	786
OEFIBJZJvos	2019-05-30T04:28:55.000Z	['MSI Computex 2019', 'Computex 2019', 'MSI 2019', 'Computex', 'Компьютекс', 'AMD X570', 'Intel 10th gen CPU', 'какую материнскую плату выбрать', 'стенд MSI', 'новинки MSI', 'MSI creator', 'msi lightning 2080 ti', 'MSI Harp', 'MSI Sekira', 'MSI Titan laptop']	7990	241	720	135132	PT13M47S	827
snQAe4FHkHw	2019-05-28T17:40:36.000Z	['ASUS Utopia', 'материнская плата асус', 'ноутбуки асус', 'ноутбук асус', 'ноутбук asus', 'asus vivobook', 'asus zenbook pro', 'asus zenbook pro duo', 'асус утопия']	8606	135	526	103912	PT8M11S	491
nNM-wR-W-nY	2019-05-27T17:06:12.000Z	['AMD Ryzen 5 3600', 'AMD Ryzen 5 3600X', 'AMD Ryzen 7 3700X. AMD Ryzen 7 3800X', 'AMD Ryzen 9 3900X', 'какой процессор выбрать', 'выбор процессора computex2019', 'computex 2019', 'купить процессор AMD', 'видеокарта AMD Navi', 'AMD Navi vs RTX 2070', 'ryzen 7 3700x vs i7-9700k. ryzen 7 3800x vs i9-9900K. ryzen 9 3900X vs i9-7920X']	15619	172	1484	221646	PT9M	540
1KVP0w1s0BA	2019-05-26T16:39:23.000Z		8852	113	472	98155	PT5M11S	311
AETcPN9IVhw	2019-05-23T22:34:38.000Z	['NVIDIA', 'GeForce', 'PC Gaming', 'NVIDIA mystery', 'NVIDIA teaser', 'NVIDIA product', 'NVIDIA new feature', 'NVIDIA new tech', 'NVIDIA new technology', 'NVIDIA coming soon', 'новости IT', 'новости технологий', 'Лайк - если умеешь читать теги']	6668	450	498	102473	PT6M17S	377
VIX73rgrSiY	2019-05-23T06:44:25.000Z	['sirius 19', 'sirius moon experiment', 'сириус эксперимент', 'лунный эксперимент', 'ИМБП', 'изоляционный эксперимент', 'pro hi-tech', 'сергей сафонов', 'илья корнейчук', 'выход на луну', 'человек на луне', 'vr луна', 'МГУ']	5909	155	514	54378	PT18M40S	1120
0DJuen1PrLM	2019-05-20T18:00:24.000Z	['huawei ban', 'huawei honor usa ban', 'хуавей бан']	15688	811	1819	446337	PT7M32S	452
ZINMxB7Jd2g	2019-05-19T15:25:03.000Z	['Uptime Institute', 'Tier III', 'provider tier level', 'data center tier level', 'datapro', 'data pro', 'regru', 'reg.ru', 'машинный зал', 'серверная комната', 'ИБП', 'источник бесперебойного питания', 'кинетический накопитель', 'кинетический аккумулятор', 'хладон', 'EcoBreeze от Scheider Electric', 'Tesla V100 server', 'server room', 'data center', 'дата центре', 'цод', 'цход', 'адиабатическое охлаждение', 'какой raid 10 выбрать', 'лучшая ОС для сервера Linux', 'резервное питание компьютера', 'какой жесткий диск выбрать']	10716	144	664	104806	PT14M26S	866
6CGi0Y1WRHM	2019-05-18T15:05:17.000Z	['amd navi', 'turing refresh', 'computex 2019', 'выбор видеокарты', 'какую видеокарту выбрать', 'какую видеокарту купить', 'zenfone 6', 'amd x570']	11660	305	956	108957	PT10M25S	625
ezFu_Fs4Utg	2019-05-13T16:49:16.000Z	['ASUS ROG Zenith Extreme Alpha', 'ASUS ROG Zenith Extreme', 'ASUS Threadripper', 'AMD Threadripper тест', 'разгон threadripper']	7219	131	345	109523	PT10M56S	656
79re0xGQqMM	2019-05-03T17:02:09.000Z	['GTX1660Ti', 'RTX2060', 'GTX1660', 'ASUS GeForce RTX 2060 STRIX Gaming', 'ASUS GeForce GTX 1660 Ti STRIX Gaming', 'ASUS GeForce GTX 1660 TUF Gaming', 'MK:XI', 'DmC: Devil May Cry', 'Resident Evil 2 Remake', 'Sekiro', 'Mortal Kombat 11', 'The Division 2', 'Shadow of the Tomb Raider', 'Devil May Cry 5']	7853	1036	980	206380	PT9M42S	582
DBaCHehtX2A	2019-04-29T13:19:00.000Z	['undervolting', 'андервольтинг', 'понижение напряжения', 'снижения нагрева ноутбук', 'снижение температуры ноутбук', 'undervolting cpu', 'undervolting gpu', 'undervolting laptop', 'afterburner undervolting', 'ноутбук перегревается', 'ноутбук троттлит', 'готовим ноутбук к лету', 'готовимся к лету', 'ThrottleStop', 'intel-undervolt']	6790	215	1063	120935	PT19M57S	1197
5bHyCGsNxe0	2019-04-26T18:33:31.000Z	"['RX 570', 'GTX 970', 'GTX 1650', 'GTX 1050 Ti', 'выбор видеокарты', 'как выбрать видеокарту', 'видеокарта для игр', 'тест видеокарты', ""Assassin's Creed Odyssey"", 'Far Cry 5', 'The Division 2', 'Shadow of the Tomb Raider', '3DMark Time Spy', 'FireStrike Ultra.', 'GPU test']"	12088	174	1203	157357	PT5M47S	347
iXOIUhQRAc0	2019-04-24T16:11:22.000Z	['Canon', 'Sony', 'panasonic', '250D', 'a6400', 'GH5']	3140	112	377	67942	PT9M4S	544
O1LwQvlpS0w	2019-04-23T19:14:05.000Z	"['Resident Evil 2 (2019) remake', 'Sekiro', 'World of Tanks', 'DmC: Devil May Cry', '3dmark firestrike ultra', '3dmark timespy', ""assassin's creed odyssey"", 'the division 2', 'shadow of the tomb raider', 'far cry 5', 'gtx 1060 vs gtx 1650', 'gtx 1660 vs gtx 1650', 'gtx 1650 vs rx 580', 'rx 580 vs gtx 1060', 'rx 580 vs gtx 1660', 'тест видеокарт', 'какую видеокарту выбрать']"	13507	659	1413	406761	PT7M27S	447
gZ9vZ4rgXZg	2019-04-23T13:11:12.000Z	['intel 64eu', 'intel iris pro', 'intel graphics', 'встроенная графика Интел', 'интегрированная графика intel', 'intel graphics superHD', 'intel hd', 'intel', 'cfl-h refresh', 'cfl-h', 'icl-u', 'cml-u', 'aml-y refresh', 'aml-y', 'amber lake', 'comet lake', 'glk', 'glk-r', 'whl-u', 'whiskey lake', 'cml-h', 'kbl-g', 'intel athena', 'ноутбук интел', 'графика в ноутбуке интел', 'какой ноутбук выбрать', 'новости ит', 'новости технологий', 'intel lakefield', 'ice lake', 'intel hd vs vega']	8350	120	358	111679	PT5M57S	357
uHNpdJDNr0s	2019-04-17T00:33:25.000Z	['PlayStation 5', 'PS5', 'характеристики PS5', 'PS5 Navi', 'PS5 Zen2', 'PS5 Ryzen 3', 'Intel Omnitek', 'Intel FPGA', 'новости IT', 'новости технологий', 'nvidia ampere', 'производительность на CUDA-ядро']	6430	231	463	87483	PT4M34S	274
USUw_-o9VpE	2019-04-14T16:42:35.000Z	['Nokia 9 PureView', 'Google Pixel 3 XL', 'Xiaomi Mi 9', 'Samsung Galaxy S10+', 'Сравнение камер', 'сравнение смартфонов', 'какой смартфон снимает лучше', 'красная площадь вечером', 'лучший смартфон для съемки видео', 'лучший android для съемки видео']	3534	220	533	59418	PT7M40S	460
x02mBmVfSqg	2019-04-13T09:52:36.000Z	['qlc vs tlc ssd', 'sata ssd vs nvme', 'какой ssd выбрать', 'samsung или intel', 'intel 660P тест', 'сравнение SSD', 'm2 vs sata', 'm.2 vs sata']	9216	228	582	159729	PT5M50S	350
GgXQBHhP59k	2019-04-11T15:34:15.000Z	['DXR on Pascal', 'Ray-Tracing on Pascal', 'DXR on 1080 ti', 'ray tracing on 1080 ti', 'тест видеокарты', 'обзор видеокарты', '1080 Ti RT', 'RTX не нужон?', 'DXR не нужон?']	7589	119	1007	107789	PT4M28S	268
sI6wkTBFASY	2019-04-10T00:44:36.000Z	['RTX 2070 Ti', 'GTX 1680', 'GTX 1680 Ti', 'новости технологий', 'новости IT', 'новости Интел', 'новости Nvidia', 'Sharp 8K Camera', 'Sharp Micro Four Thirds']	4965	115	312	60836	PT6M28S	388
66Y5Vjx6yQQ	2019-04-09T07:01:33.000Z	['nvidia', 'amd', 'intel', 'RC18', 'zen2', 'zen3', 'TSMC', '5 nm', 'новости AMD', 'новости Nvidia']	8898	94	517	122568	PT6M51S	411
22oEDeDY1z0	2019-04-08T10:03:08.000Z	['RTX 2080 Ti vs 1080 Ti', 'RTX 2080 Ti vs Radeon VII', 'GTX 1080 Ti vs Radeon VII', 'Geforce creator ready vs game ready driver', 'radeon pro software vs gaming driver', 'какой драйвер ставить', 'как ускорить видеокарту']	8468	160	412	122444	PT11M20S	680
cVNrKguQiAg	2019-04-07T11:27:45.000Z	['Samsung Galaxy S10+ vs Xiaomi Mi 9', 'Samsung Galaxy S10+ vs iPhone XS Max', 'Samsung Galaxy S10+ vs Huawei P30 Pro', 'тест камер смартфонов', 'лучшая камера в телефоне', 'какой смартфон выбрать', 'сравнение флагманов', 'apple или samsung', 'samsung или huawei', 'samsung или xiaomi', 'у какого смартфона лучше камера', 'best smartphone camera', 'best android camera', 'Huawei p30', 'Huawei p30 pro', 'samsung', 'iphone', 'apple', 'galaxy s10+', 'galaxy', 'смартфон', 'xiaomi', 'хуавей', 'самунг', 's10+', 's10', 'iphone x', 'xs max']	3660	130	505	43968	PT28M30S	1710
OEgNm4PT9hQ	2019-04-01T16:03:23.000Z	['Intel', 'Nvidia', 'AMD', 'X570', 'GPU', 'Tom peterson', '1 апреля']	6676	69	351	71606	PT6M46S	406
FT8JfxqOXME	2019-03-30T21:23:08.000Z	['intel stepping p0', 'intel stepping r0', 'i3-10100', 'i3-10300', 'i3-10350k', 'i5-10400', 'i5-10600', 'i5-10600k', 'i7-10700', 'i7-10700k', 'i9-10900', 'i9-10900k', 'новости intel', 'новости amd', 'новости sony', 'новости интел', 'новости амд', 'новости сони', 'новости про процессоры', 'какой процессор выбрать', 'новости про видеокарты', 'Valve Index', 'Valve Index VR']	7002	199	582	95523	PT8M57S	537
KbnZm7po-_w	2019-03-26T21:48:53.000Z	['Huawei P30', 'Huawei P30 Pro', 'какой смартфон выбрать', 'выбор смартфона', 'стоит ли покупать хуавей', 'хуавей Р30', 'хуавей П30', 'тест камеры хуавей', 'huawei p30 camera test', 'RewriteTheRules', 'HUAWEIP30', 'See everything']	5530	179	523	130423	PT19M33S	1173
MoaUQCXd2eM	2019-03-23T05:52:03.000Z	['Sony Xperia 10', 'Sony Xperia 10 Plus', 'Sony Xperia 21:9', 'смартфон 21:9', 'обзор смартфона сони', 'облочка сони', 'какой смартфон выбрать', 'выбор смартфона', 'какой смартфон купить', 'sony xperia 10+']	4571	271	1035	76033	PT10M36S	636
MnaRiYfsDHo	2019-03-21T22:16:21.000Z	['Nvidia Creator Ready Driver', 'intel xe graphics', 'intel gen12 graphic', 'Intel Graphics Command Center', 'новости IT', 'новости технологий', 'черная борода']	6690	151	353	91509	PT7M2S	422
O7oHJvHvbak	2019-03-20T18:49:27.000Z	['Shadow of Tomb Raider RTX update test', 'Shadow of Tomb Raider DXR Update test', 'ларка', 'тени', 'нвидия', 'apple vega 48', 'amd vega 48', 'apple vega', 'vega48']	8527	117	710	112696	PT8M29S	509
IFFOaeC7Q5U	2019-03-19T00:01:56.000Z	['rt pascal', 'rtx pascal', 'rt 1060', 'rt 1070', 'rt 1080', 'ray tracing amd', 'трассировка лучей', 'выбор видеокарты', 'драйвер для видеокарты', 'DXR на Pascal', 'Vulkan RT']	10650	163	1149	144573	PT7M24S	444
Fs9xZGJBu6M	2019-03-18T11:46:06.000Z	['AMD Navi', 'AMD DXR', 'AMD RTX', 'AMD RT', 'AMD Ray Tracing', 'Nvidia Ampere', 'GTC 2019', 'GDC 2019', 'frustum traced', 'cryengine ray tracing amd']	9312	171	721	116863	PT7M45S	465
P6iWyY0fyLY	2019-03-14T13:00:16.000Z	['Turing TU116-300A1', 'Turing TU116-400A1', 'Nvidia GeForce GTX 1660', 'Nvidia GeForce GTX 1660 Ti', '1160 vs 1160 Ti', '1660 vs 1660 ti', '1660 ti vs 1060', '1660 ti vs 1070', '1660 ti vs RX 590', 'купить видеокарту', 'какую видеокарту выбрать', 'видеокарта gigabyte отзывы']	8548	323	1001	207422	PT7M15S	435
OvUasmjuG7Y	2019-03-14T16:44:00.000Z	['samsung', 'galaxy', 's10', 'galaxys10', 's10plus', 'ultrasonic', 'powershare']	3098	164	482	36527	PT6M2S	362
Ns1zpwq08Vo	2019-03-07T14:55:19.000Z	['AMD RX 570 vs GTX 1050 ti', 'GTX1050Ti', 'RX570', 'оптимальная видеокарта', 'какую видеокарту купить']	12191	626	1950	242125	PT11M58S	718
U60nxMAddJk	2019-03-06T14:37:25.000Z	"['ASUS ROG Strix Z390-i Gaming', 'Intel Core i7-8700K', 'Patriot Viper Steel', ""GTX 1080 Ti Founder's Edition"", 'GTX 1660 Ti', 'Silverstone Argon AR06', 'Silverstone SFX SX650-G', 'Silverstone Milo ML08B-H', 'мини-пк', 'мини пк с ручкой', 'пк с ручкой', 'компьютер с ручкой для переноски', 'игровой компьютер компактный', 'игровой компьютер маленький']"	7226	277	621	111668	PT14M3S	843
UGXEDQC_40g	2019-03-05T16:22:22.000Z	['Gigabyte Z390 Aorus Master', 'motherboard disassembly', 'motherboard vrm', 'motherboard review', 'motherboard test', 'mobo review', 'mobo test']	3972	181	476	50316	PT5M8S	308
rcRIsQWewpY	2019-03-03T06:18:12.000Z	['bigdata', 'big data', 'большие данные', 'данные пользователей']	7572	154	679	78610	PT16M15S	975
PVczz3uU3j4	2019-03-01T13:01:43.000Z	['Mikron', 'Micron', 'Микрон', 'Микрон Зеленоград', 'Завод Зеленоград', 'Mikron Зеленоград', 'Micron Зеленоград', 'Процессоры Зеленоград', '90нм Зеленоград', '65нм Зеленоград', '28нм Зеленоград', 'российские процессоры', 'российские технологии', 'russian foundry']	27366	1019	5160	496523	PT30M53S	1853
